X1011.gwas.imputed_v3.both_sexes.tsv.bgz X102_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X110001.gwas.imputed_v3.both_sexes.tsv.bgz X1150_1.gwas.imputed_v3.both_sexes.tsv.bgz X1180.gwas.imputed_v3.both_sexes.tsv.bgz X1190.gwas.imputed_v3.both_sexes.tsv.bgz X1210.gwas.imputed_v3.both_sexes.tsv.bgz X1339.gwas.imputed_v3.both_sexes.tsv.bgz X136.gwas.imputed_v3.both_sexes.tsv.bgz X1379.gwas.imputed_v3.both_sexes.tsv.bgz X1418_6.gwas.imputed_v3.both_sexes.tsv.bgz X1438_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X1468_3.gwas.imputed_v3.both_sexes.tsv.bgz X1468_5.gwas.imputed_v3.both_sexes.tsv.bgz X1498.gwas.imputed_v3.both_sexes.tsv.bgz X1508_3.gwas.imputed_v3.both_sexes.tsv.bgz X1518.gwas.imputed_v3.both_sexes.tsv.bgz X1538_1.gwas.imputed_v3.both_sexes.tsv.bgz X1538_2.gwas.imputed_v3.both_sexes.tsv.bgz X2000.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1065.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1074.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1075.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1094.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1111.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1138.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1220.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1226.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1265.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1286.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1309.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1387.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1465.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1473.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1474.gwas.imputed_v3.both_sexes.tsv.bgz X20023_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X20107_1.gwas.imputed_v3.both_sexes.tsv.bgz X20118_11.gwas.imputed_v3.both_sexes.tsv.bgz X20160.gwas.imputed_v3.both_sexes.tsv.bgz X2020.gwas.imputed_v3.both_sexes.tsv.bgz X20489.gwas.imputed_v3.both_sexes.tsv.bgz X20517.gwas.imputed_v3.both_sexes.tsv.bgz X20544_15.gwas.imputed_v3.both_sexes.tsv.bgz X2188.gwas.imputed_v3.both_sexes.tsv.bgz X2395_1.gwas.imputed_v3.both_sexes.tsv.bgz X2395_2.gwas.imputed_v3.both_sexes.tsv.bgz X2644.gwas.imputed_v3.both_sexes.tsv.bgz X2664_5.gwas.imputed_v3.both_sexes.tsv.bgz X2714.gwas.imputed_v3.both_sexes.tsv.bgz X30030_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30070_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30090_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30100_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30150.gwas.imputed_v3.both_sexes.tsv.bgz X30180_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30190_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30220_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30260_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30280_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30520_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3143_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3148_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3581_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3761_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X4080_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X4105_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X41215_0.gwas.imputed_v3.both_sexes.tsv.bgz X4124_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X46_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X4803_0.gwas.imputed_v3.both_sexes.tsv.bgz X4803_11.gwas.imputed_v3.both_sexes.tsv.bgz X5104_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5108_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5116_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5119_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5133_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5134_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5201_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5254_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5262_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5265_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5983_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5984_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5993.gwas.imputed_v3.both_sexes.tsv.bgz X6138_6.gwas.imputed_v3.both_sexes.tsv.bgz X6141_1.gwas.imputed_v3.both_sexes.tsv.bgz X6145_1.gwas.imputed_v3.both_sexes.tsv.bgz X6149_3.gwas.imputed_v3.both_sexes.tsv.bgz X6155_7.gwas.imputed_v3.both_sexes.tsv.bgz X6160_5.gwas.imputed_v3.both_sexes.tsv.bgz X6164_4.gwas.imputed_v3.both_sexes.tsv.bgz X6177_1.gwas.imputed_v3.both_sexes.tsv.bgz X6177_100.gwas.imputed_v3.both_sexes.tsv.bgz X6177_2.gwas.imputed_v3.both_sexes.tsv.bgz X93_irnt.gwas.imputed_v3.both_sexes.tsv.bgz C3_BREAST_3.gwas.imputed_v3.both_sexes.tsv.bgz C3_MALE_GENITAL.gwas.imputed_v3.both_sexes.tsv.bgz C44.gwas.imputed_v3.both_sexes.tsv.bgz C50.gwas.imputed_v3.both_sexes.tsv.bgz CARDIAC_ARRHYTM.gwas.imputed_v3.both_sexes.tsv.bgz COX_ARTHROSIS.gwas.imputed_v3.both_sexes.tsv.bgz G6_NERPLEX.gwas.imputed_v3.both_sexes.tsv.bgz H7_LENS.gwas.imputed_v3.both_sexes.tsv.bgz I84.gwas.imputed_v3.both_sexes.tsv.bgz I9_IHD.gwas.imputed_v3.both_sexes.tsv.bgz K11_GALLBILPANC.gwas.imputed_v3.both_sexes.tsv.bgz K40.gwas.imputed_v3.both_sexes.tsv.bgz M13_HALLUXVALGUS.gwas.imputed_v3.both_sexes.tsv.bgz XIX_INJURY_POISON.gwas.imputed_v3.both_sexes.tsv.bgz
ENSG00000129158 -0.140593 3.15586 -0.899124 0.819043 -0.274254 0.221585 1.41657 1.19189 NA 0.148949 -0.489902 0.505427 -0.21281 -0.250767 0.566678 -2.80026 -2.16397 0.0807058 0.219592 1.20195 0.321579 2.55781 0.949018 -0.123804 0.458537 1.34596 0.854662 0.735242 -0.532957 -1.82761 -0.57779 -0.726402 0.286356 -0.454402 -1.1359 -2.96795 1.26177 -0.394069 0.856937 0.868819 0.291369 2.33786 -0.840011 1.88887 -1.97044 -0.559051 NA 1.04443 -2.27565 -0.859397 -0.41971 3.10195 -1.25339 1.12871 -0.975065 -1.48005 NA -3.18638 NA -0.561036 1.16123 -0.179869 -1.1009 0.456468 1.55478 0.0836715 -0.857311 -0.0903115 -0.17974 -2.23659 -0.18496 -0.748878 0.071635 -0.00438406 -1.10577 0.284413 0.512892 -0.936256 NA 0.570487 -0.772073 1.48113 -2.21842 NA NA -2.18413 0.305847 -0.63775 -0.781044 NA NA 0.746139 -1.22175 -0.0525355 0.158892 -3.09759 0.235271 NA NA -0.132291 0.012905 1.10867 0.500088 -1.61105 0.841514 1.34668 -1.66603 0.596256 1.6312
ENSG00000129187 0.570453 -0.691852 -0.992989 -0.740518 0.741251 -0.619581 -0.118027 0.151184 NA 0.0748801 -0.775848 1.03752 1.32332 1.28476 1.27996 0.516078 1.09101 -1.4951 1.48486 -0.975244 -0.217828 -0.894295 -2.67955 0.503704 -1.08878 -0.789896 -1.09915 1.60845 0.165328 0.65198 0.302773 1.33937 1.13178 1.43752 0.168999 -0.663655 -0.874635 1.92121 NA -0.387208 0.868319 0.232588 0.809501 0.287045 0.0645686 -0.0190333 -0.356391 0.753667 -0.445147 -1.39404 NA -0.369209 -0.204083 -0.338213 -0.925624 NA 0.203102 NA 0.561938 -0.983504 2.32912 -0.640976 2.64869 0.24374 1.04561 -0.0768757 0.130149 -0.243612 1.58196 0.481453 1.70327 -0.606243 1.10911 -1.44958 -2.37103 0.494301 0.931936 -0.562194 -0.0911432 0.678225 -0.371044 0.0402653 -0.538456 -0.528729 0.754356 0.913633 -0.131242 -0.421696 -0.690004 0.312808 0.384203 -1.82608 1.62171 -0.190332 1.15604 0.331971 -0.556384 -0.142836 0.561502 1.24713 1.37696 0.555675 -1.1675 -0.202076 -0.488274 -0.266521 -0.327626 1.52315 -1.62212
ENSG00000129197 1.6932 -0.988521 1.84288 -1.12038 2.7148 -0.287492 -2.53606 -1.24593 NA 2.5716 -0.609972 -0.669473 -0.990928 0.842825 1.38202 -0.586202 -1.51709 2.28132 2.40744 -1.45493 0.50658 -0.712336 1.08505 -0.371542 1.29435 0.611449 2.47848 1.48655 1.29752 -0.162525 -0.67642 1.05588 1.14341 -0.851856 1.74662 -0.732935 0.417336 0.406961 1.52577 -0.501297 1.62987 1.73384 -0.175467 1.90688 -1.63192 0.503866 -0.0887404 0.502762 -2.99868 2.08978 0.328498 -0.0718686 -3.23863 -0.839463 NA -0.511621 -1.5431 -0.00517185 2.22342 NA 2.08974 NA 5.94325 -0.976132 0.793533 0.885671 -0.779136 0.100257 0.155646 0.592356 -0.800269 -0.121422 -0.814876 2.13029 0.775592 -1.87193 -1.29698 -0.681008 0.961033 1.40992 0.479465 -0.139996 -0.166653 NA 1.03377 0.615054 1.20374 -0.515229 -1.07905 1.24466 NA 0.211713 0.106841 -0.459669 0.324063 2.4362 0.479547 NA 3.02102 NA -0.861939 0.0675031 0.140977 1.56875 0.615758 -0.190705 -0.469868 0.963253 -0.363623
ENSG00000129204 -0.133687 0.87808 -1.00837 0.912558 0.161769 0.879593 0.450184 0.29148 1.07399 -0.775477 0.672453 1.33396 -1.02697 0.801465 -0.349711 0.222135 -1.2699 -1.44886 -1.36554 -1.65507 0.747899 1.47957 -0.832347 0.614724 0.34849 0.370041 -0.365371 -0.549272 -0.271715 -0.433247 1.45973 -0.144888 0.923388 -0.384905 -1.75432 1.04099 1.05856 0.310901 0.957832 0.665891 -0.98123 -1.45249 -2.61079 -0.0839811 0.815439 1.13876 -0.404837 -0.887435 NA NA -1.35293 -0.387934 NA 0.350898 -4.04254 NA 1.43468 0.302253 -1.20185 -1.35011 -1.64536 -0.891306 -1.5692 1.69153 1.54762 0.667382 1.56302 1.67727 0.162691 0.500364 -0.908342 -1.36445 1.23122 -1.50037 -0.546977 0.984128 1.26641 NA -2.63367 -1.89826 -1.49315 -0.540551 -0.127071 0.208704 0.239799 -1.12848 -1.25047 -0.0281785 1.4152 -1.53402 NA -0.209638 -0.498281 1.48697 2.04945 0.46574 -1.22794 0.552725 -0.151055 -0.611875 0.477739 -0.336457 0.463795 -0.334844 0.263827 -0.547721 -1.00894 0.779422 0.608152
ENSG00000129235 1.82249 1.45647 -1.98389 -0.252576 -1.15386 -1.6862 -0.377828 0.802113 0.231872 -0.99409 -0.0841824 -0.124173 0.458209 -2.16584 -0.765095 -0.0287834 -0.348528 -1.02911 -0.684705 1.69052 -3.10366 -0.824974 -0.429489 2.68411 -0.593747 1.13108 -1.86596 -0.788413 -0.96715 -0.130951 1.45038 -0.361388 0.0375615 -3.0665 0.00571965 2.19245 -1.34107 0.919007 0.260499 -0.518834 -0.527808 -1.01641 -0.165449 -0.662493 -0.332906 0.385671 NA -1.96101 0.413331 -0.831246 -0.0972043 NA NA -0.218238 -1.02388 1.11477 -0.39523 0.672895 NA -0.744599 0.921376 -0.8883 0.83013 -0.474045 -2.61063 -0.851794 -1.17129 0.276711 3.86373 -0.23283 0.606842 1.64978 -0.0268281 1.23505 0.525221 -1.01854 -1.60068 0.444344 1.34274 NA -2.12553 2.97762 -1.71765 -1.50235 1.29539 NA -0.898727 2.44834 0.805806 0.312114 0.246249 -1.66526 1.7695 -1.59329 -0.0302845 0.317535 0.283428 1.05661 -0.650256 -0.46084 -0.288312 0.386097 -0.418488 0.666645 -0.699917 -2.23073 0.954059 0.499486 0.395116
ENSG00000129295 -0.232313 1.9189 -0.305617 -0.689399 1.72742 0.421506 -1.80367 0.278428 -0.219562 -0.848584 -1.3386 1.90598 0.346123 1.20676 -0.627381 0.667585 0.202259 -0.307427 -0.411313 -2.46058 -0.145017 -1.61423 -0.282605 -0.283248 -0.142911 1.08537 -0.819607 -2.87848 1.18409 1.40713 0.851663 1.26541 0.637585 -1.43482 0.565566 0.273769 0.837997 1.719 2.92499 -0.971169 -0.217808 -0.225407 -1.94964 -1.70802 NA 0.0139467 0.419218 NA 0.390882 -1.30215 2.40933 0.598879 -0.883007 -0.788461 0.841034 -1.3651 -0.953676 3.24185 0.167136 0.30456 0.26723 0.799537 -0.447535 0.957279 -0.522624 -0.5991 -1.13425 -1.4967 0.935489 -1.0918 1.92529 -0.744122 -0.20116 0.818005 1.41735 -0.442384 -0.238697 2.27138 1.35972 0.807141 0.57872 -1.05462 -0.160043 0.42433 0.113931 -0.912163 -0.881791 -0.734193 -0.830323 -0.719443 3.4952 -0.904546 0.510736 0.299199 -1.16443 -1.15684 1.21179 NA -1.00664 -0.245147 NA -0.529337 1.47488 -0.582643 0.247575 1.24682 -0.484323 0.156772 0.795129
ENSG00000129317 0.531018 0.426065 -0.599253 0.950048 -0.869427 1.02275 1.50314 -0.0882944 NA -0.071411 0.0705831 1.95819 -2.79053 1.5934 -0.943404 -0.194186 -0.0016979 -0.441328 0.730969 1.0138 -0.781898 0.04367 0.0851035 0.561255 0.287642 -0.395653 0.382525 -0.315349 0.422209 0.110643 0.907956 -1.12731 -0.414916 -0.57445 -0.430104 0.438198 -1.29615 -1.06848 NA -0.414084 1.11266 NA 0.221551 -0.501862 NA 0.782174 2.3362 -0.0833026 0.893979 1.05143 -1.7921 0.376051 0.572917 -1.59618 -0.273707 0.459484 1.13957 0.651298 -0.735966 -0.436655 -0.901323 0.0822916 2.27414 -0.0607289 -1.36933 -1.82989 -0.476109 -1.29345 NA 1.46019 -1.19591 -0.376878 -0.157663 0.187725 1.07194 -0.574213 -1.81659 0.525314 -0.783864 0.0823196 -0.501226 0.706713 0.52886 0.0235135 0.341133 -0.615615 -0.709693 0.686666 -0.417985 0.253718 NA 1.2898 0.0888307 -0.226279 0.295166 -0.583011 NA 0.631207 -0.536507 1.4029 1.0756 -0.518922 -0.323509 -0.735777 0.772712 -0.361417 0.390935 -0.701919 0.215804
ENSG00000129347 -0.198959 0.654108 -2.11981 -0.929544 2.99458 -0.422483 0.00603527 -1.12566 1.10079 0.0702101 2.20298 0.637841 1.80998 -2.01302 -0.353345 0.0964546 2.12012 -0.429312 -0.0261694 0.103155 1.26268 -1.15857 -0.631434 -0.510824 1.61601 -1.29419 -1.84712 0.511264 0.380406 -1.30025 0.7303 1.79457 2.27013 -0.0724929 -0.201529 -2.71698 -0.38569 2.72974 -1.15103 -1.41656 0.39942 -0.220613 0.153822 NA -1.46663 -1.22229 -1.30392 NA -1.24568 -0.39965 1.77695 8.43324 NA 2.20563 1.56299 4.68478 -0.522264 NA -4.16761 0.16445 3.54092 1.87926 -0.554545 -0.71965 -0.191934 0.603798 0.409035 0.901117 1.20435 -1.21665 0.548567 0.106719 -1.28095 -0.233097 -0.430481 -0.282007 -0.455858 -0.249573 2.02723 3.04986 -0.69747 -0.510918 NA 2.66843 -0.13273 0.798148 0.0789975 1.11877 -0.380373 0.482961 1.10975 -1.46414 0.24312 -0.621041 -0.134307 NA 0.697668 NA -0.26269 -0.190651 0.76679 -1.02623 NA -0.0282384 -0.051683 -2.28793 0.670122 1.57262 -1.55835
ENSG00000129353 0.0408795 0.390709 1.00963 0.0574454 -3.37895 0.223366 1.30476 -0.388877 NA -0.479803 -0.448683 0.915046 0.236903 -0.471281 0.56616 -0.0401759 0.860056 -0.173354 -1.40587 1.29542 0.728351 -0.420069 0.365566 2.83438 -0.920371 1.53871 0.0142677 0.406166 0.336616 -0.575328 0.492882 -0.926894 -1.93751 2.17761 -1.79717 2.86825 1.22358 0.622511 0.117891 -1.51269 -0.654422 1.18481 0.561188 0.265777 -1.09301 NA -0.92595 NA 0.131895 2.08416 -6.71117 -3.84455 -3.28448 -1.53971 -0.0298434 -6.15776 -3.89568 -2.7351 10.2971 NA -3.29078 -1.04923 -0.776463 -1.02647 0.409519 -0.747626 -0.521019 NA -0.215904 1.72414 -1.68632 0.231959 0.684185 -1.15231 -0.135251 -1.70435 -1.25332 0.645165 -1.68952 -1.30897 -1.30757 1.85112 -2.43383 -3.34992 -1.37571 0.00596087 -0.73338 0.814017 -0.906286 0.975505 -1.434 1.89633 -0.540867 0.424951 0.591911 -0.650057 -0.252945 0.455479 -0.476126 NA NA 1.17576 3.73249 NA NA 0.0452116 0.129606 -2.38409 0.734196
ENSG00000129354 0.652556 -0.884365 1.71346 0.148775 -2.34387 1.15718 2.32276 -0.632704 -0.837937 -1.41426 0.479767 0.46191 0.460367 0.766942 -0.109091 -0.756817 -0.615989 -0.313695 -1.41788 0.309473 1.15632 0.820633 1.97783 2.05368 -0.00341224 1.57704 -0.181764 1.60607 0.0895217 -0.822821 0.437678 0.372698 -0.820245 -0.240827 0.061721 1.42729 0.128195 1.05185 0.141784 -2.51076 -1.25133 -0.419642 0.585904 0.611018 -1.36152 NA -0.818624 -0.530401 0.0125272 NA NA -5.57146 -1.71615 NA NA -6.53176 -2.18193 1.60373 10.3384 -0.380688 -3.64219 -0.219948 NA -1.06183 -0.766294 -0.871335 -0.478444 -0.771236 -0.774019 1.62133 -0.494763 0.290128 -0.600809 -0.624662 -0.574826 -0.800762 NA -0.455028 0.901468 -0.0330223 0.577428 0.784789 -2.32686 NA -1.22087 -0.733714 -0.427117 0.0182373 -0.768479 1.28101 -0.636345 1.18006 -1.46372 1.60188 0.777836 -1.15652 -0.81039 -0.549268 -1.26622 -0.625111 0.763898 1.30562 3.43667 NA 1.1314 0.0301861 0.250485 -0.961816 0.122581
ENSG00000129422 -2.89208 1.46468 -0.345001 0.331024 -2.95546 -1.09466 0.893174 0.118346 1.55361 1.33024 -1.63924 0.673622 1.61714 -0.691524 -0.276529 1.04052 -2.03911 -1.42597 -1.51127 0.340945 -1.81507 0.19943 -0.860796 1.6656 -2.09399 0.0463617 -1.65206 -0.430893 -1.08858 0.46145 1.06431 -0.559893 -1.8061 -0.596005 0.356927 2.16867 0.298018 1.32504 -1.07567 -0.607643 -1.00666 -0.0361948 -0.102434 -1.5165 0.216343 -0.376555 0.801632 -0.362138 NA 1.69585 0.883332 NA -0.825112 1.73616 -0.199855 0.438485 -1.67117 2.21573 -0.467098 -0.122285 NA -0.0567753 NA -1.22053 -0.702299 0.706686 2.535 -0.0463095 -1.46413 0.207522 -0.243315 -0.189072 1.21934 1.15668 1.31123 NA -1.56092 1.41106 0.42294 0.199072 -1.12402 0.687125 0.953864 NA 0.216429 1.26749 1.60848 1.30523 0.25494 -0.22594 1.73738 -1.76515 2.86091 -2.39694 -1.89106 1.28402 -0.597082 -1.16046 1.26936 0.543335 NA NA 2.05983 NA -0.704002 1.95458 1.37618 0.802997 -0.562055
ENSG00000129450 -0.291791 -0.529958 1.46042 2.24592 -0.886338 NA 0.143286 -0.295932 0.113205 0.386692 -1.57858 0.81121 0.8866 0.0306581 -0.650824 -0.0470575 2.05601 0.7248 -0.299471 -0.376447 -0.158327 1.31525 -1.73377 -0.489483 1.96331 -0.116363 0.751679 -0.874405 0.657987 -0.154136 0.769238 0.594243 0.00292072 2.13319 -0.832982 -1.32342 -2.2193 -0.427093 0.785482 0.38828 0.120834 -0.477205 1.28475 -0.903257 NA -0.34549 -1.08065 -1.23182 0.360663 1.00421 1.90166 -0.464531 1.65189 NA 2.78801 3.33908 -4.22659 -0.683123 -0.806892 1.11671 -1.61967 -0.602387 0.264055 -0.0442553 -1.13328 -1.40923 0.673467 -1.29269 1.09162 0.00258864 -1.55234 1.2997 -2.29321 0.0196986 2.53448 -0.913072 -1.59972 NA -0.785754 -2.18354 1.07433 0.499874 0.0113308 0.963412 -0.89952 1.31363 -0.16995 1.14062 0.376652 -0.572009 -1.50058 0.314025 -0.805466 0.735928 0.11539 0.342652 -1.56143 -0.963793 0.359786 1.12643 NA -0.238363 0.357759 0.897268 -0.172986 -0.667256 0.316593 0.697312 1.34322
ENSG00000129474 -1.76808 1.52664 -1.84953 2.75069 1.52811 NA 2.22657 0.204496 NA -1.13513 0.0387775 1.61415 -2.10783 2.15439 -0.472408 -2.91654 -0.939081 0.202275 0.616284 -0.381516 0.943941 -0.513556 -1.02334 -0.504686 -0.640479 -0.436151 0.0520318 1.6001 -2.38222 -0.557062 -0.561223 0.223967 0.163395 0.62215 -1.55619 0.630703 -0.2342 -1.90564 -1.45841 0.434093 0.499316 0.172254 NA NA 2.20945 0.267085 1.01163 0.100285 -1.3207 -0.75722 NA NA -0.856357 -2.49442 -1.85547 1.60729 0.409711 1.04125 NA 2.08415 2.51105 NA 1.47306 1.43318 4.25276 NA 0.007021 0.476173 -0.254355 NA 1.28259 -0.141455 -0.0126405 -1.44305 -0.716611 -0.537781 0.44454 0.495552 -0.589484 -0.551218 -1.66757 1.74608 -1.70244 -1.67956 -2.71745 -2.36712 0.268809 0.429776 1.27848 -2.77308 -0.887742 -0.454269 0.520158 -1.00861 0.593205 0.650121 NA -0.964455 1.23785 1.35873 -0.268933 -1.10905 0.345256 -1.50195 -1.28203 -0.0584921 -1.03576 -2.37474 -0.412381
ENSG00000129480 -1.44257 -2.25772 -0.415227 0.816068 0.259566 NA 0.969698 0.530134 NA -0.725754 0.113136 -1.71355 -0.395602 2.14592 0.201154 0.755253 1.41274 1.02872 -0.667137 -0.797039 -0.984826 -0.708358 1.12578 0.296123 -0.771081 0.254699 1.27246 -0.212521 0.174043 -0.322378 0.275097 0.904871 -1.21191 -0.672701 2.27785 0.374474 -1.14778 -1.40114 1.33756 -1.34091 1.14267 -1.28766 -1.44938 -0.776792 1.78495 0.763868 0.506364 -0.490446 NA NA -0.0847676 NA -2.71332 NA -0.277467 1.09233 0.369782 -1.17851 -1.69843 -3.31822 -1.20542 -0.680299 -0.475165 -0.0845615 1.27546 -0.334207 -0.732433 -0.366657 -0.44556 -0.7221 0.76336 1.18476 0.62674 -0.887667 -0.920884 1.9274 2.48018 -0.0944204 0.269282 1.40436 0.230434 -1.28044 NA 0.58631 NA NA NA -0.493075 -0.328214 -1.22943 -0.0497755 -0.622966 1.23208 -0.573359 -0.688358 0.438887 0.212228 NA 0.865345 -2.29591 -0.261753 -1.96851 -0.938374 -0.312887 0.277496 2.59056 -0.932642 -1.8574 0.256283
ENSG00000129515 -1.31234 0.910981 0.0186479 1.16457 -1.57323 -0.20932 0.62384 -0.628518 1.58916 -1.58706 0.0575065 0.539309 0.177131 -1.21219 0.535306 -0.644385 0.06708 0.272244 0.269867 -0.790769 1.03811 0.0803597 -0.490632 -0.347922 -0.26721 0.332607 0.136885 0.49205 -0.0523524 0.33693 1.51787 -0.795794 -0.256481 2.05434 -0.376397 3.14302 1.09788 -0.158634 2.14632 -0.921987 -0.597302 -1.17936 -0.880564 0.371359 -0.0424318 -1.26115 0.733171 -0.151589 0.350436 -1.3784 -0.182161 0.923838 -0.838672 -0.32663 0.972988 -0.968225 0.431787 -1.45717 -0.254471 -0.583897 0.45141 0.49352 -1.80401 0.844869 1.83118 -1.84885 NA -1.9355 0.545931 1.03864 -1.25153 -0.165156 1.624 0.238308 -1.3309 -1.52816 -0.769899 NA -1.31738 -1.45248 NA -0.629857 0.193511 -0.182868 0.476406 0.000596891 -1.07901 -2.69993 1.05592 -0.820578 -1.09751 0.960439 -0.430916 -1.03472 -0.0158608 0.71077 -0.330254 -1.60923 0.919571 1.33423 -0.342209 NA 1.2896 0.418965 1.06401 NA -0.761011 1.18356 -0.0755436
ENSG00000129534 -1.53112 -0.676588 0.07675 1.02864 -0.466494 -0.929735 0.716745 -0.47849 NA 0.865431 1.68294 -1.23494 0.946471 0.822623 -0.950991 -2.05617 -0.551994 -0.238487 -0.414561 -2.15049 -1.39376 0.0282791 0.775373 -0.747822 -1.84992 -0.020399 -1.7514 -0.112095 -0.0640773 -0.792305 -1.74699 -0.914754 -0.644196 0.222797 -0.354842 -0.796612 0.489834 0.292875 -0.44598 1.04687 NA NA -0.546192 -2.09441 -1.00913 0.397206 1.27539 2.19604 0.850437 0.701475 -0.876998 NA -0.356537 NA -0.73628 -1.45142 -0.885136 -1.19274 -1.63384 1.16138 0.79498 -0.518242 -2.60747 0.380346 -0.552214 0.728706 0.423084 0.382124 0.0181999 -0.230783 -1.36531 0.0852953 -0.0466231 1.56381 2.11597 -0.748872 -0.805611 NA 0.163056 -0.759339 NA -0.262147 0.930764 0.422722 -0.746664 -0.369812 1.07766 0.196902 -0.808317 NA -1.52078 1.21117 -1.21329 -0.415108 -0.757642 -0.184672 0.893079 0.537005 -0.383759 0.0795073 NA 0.836727 -2.05303 0.19807 0.0334036 0.0528462 0.0449902 -0.283864 0.421451
ENSG00000129562 1.40485 -0.547998 -0.389761 -0.750223 1.17516 -0.643826 0.57762 0.68988 1.4049 0.345523 -0.0204129 -0.320215 1.46716 -0.564582 0.154186 -1.71762 0.31689 -1.06298 0.458601 -0.784065 0.178882 -0.449873 -0.0440297 -0.999262 0.576505 0.990576 0.399191 -0.0706976 -0.802338 0.363424 0.13255 0.787028 -0.416915 -1.03564 1.79762 -0.559523 0.410455 0.253513 -0.732488 0.760544 0.783985 0.900733 0.159749 -0.462745 -0.429518 -0.962137 -0.407202 0.62047 0.509387 0.17054 0.164186 NA -0.590745 NA 1.94715 NA 0.899447 0.245992 NA 1.43665 -0.461247 0.477474 -0.492098 -2.04904 1.17249 -1.86378 0.73339 -1.34409 0.419442 -1.37373 1.23821 -0.0996695 -0.733524 0.606322 0.438786 -1.58853 -0.830478 NA 1.85338 NA 0.914881 -0.0175968 0.27528 0.324457 0.763907 0.356353 NA -0.9491 1.10118 0.132267 0.165288 -0.578877 0.238898 0.226923 -0.129157 0.310932 2.37024 0.352186 0.302277 -1.44826 -0.680786 2.08645 1.1226 -0.0619148 -0.20333 NA 0.24966 0.455422 -0.665616
ENSG00000129566 0.391546 -1.1007 -0.0820669 -1.30079 -0.660324 -0.588119 -0.695676 -0.171762 NA 1.49685 0.18038 -1.14954 -0.478608 1.60715 0.372391 -0.854406 -0.206158 -0.0101472 -0.972251 1.37114 -0.644185 -0.00946163 2.07044 -0.529677 -0.814774 -2.33848 -0.585462 -1.63967 0.274261 -0.4145 1.32377 0.728516 -0.472768 -0.0373905 -0.831062 0.748933 -0.179537 0.00753144 -0.225949 -0.359867 1.20324 -0.393609 1.01472 -1.56653 0.278377 0.501236 -0.197292 NA NA -0.571568 0.457921 -0.150212 -0.821756 0.473933 0.208537 -1.82614 1.86167 1.0395 0.627245 -1.72641 -0.397981 NA -1.21129 0.777889 NA 0.247047 -0.802075 0.00472324 -1.28173 0.98782 -1.06068 -2.25671 0.150927 0.0620703 1.64742 0.886898 -0.0918006 1.44571 NA 2.0322 0.17656 0.660794 0.323281 0.187548 -1.81439 -0.548104 0.850799 -1.778 -0.844575 NA -0.423565 0.962216 -0.441447 0.297986 0.0498873 2.6026 1.05734 -0.396398 1.90048 1.23424 NA -0.579465 -0.870083 0.715972 1.23688 -0.500844 -1.74623 2.07692 -0.714966
