X1011.gwas.imputed_v3.both_sexes.tsv.bgz X102_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X110001.gwas.imputed_v3.both_sexes.tsv.bgz X1150_1.gwas.imputed_v3.both_sexes.tsv.bgz X1180.gwas.imputed_v3.both_sexes.tsv.bgz X1190.gwas.imputed_v3.both_sexes.tsv.bgz X1210.gwas.imputed_v3.both_sexes.tsv.bgz X1339.gwas.imputed_v3.both_sexes.tsv.bgz X136.gwas.imputed_v3.both_sexes.tsv.bgz X1379.gwas.imputed_v3.both_sexes.tsv.bgz X1418_6.gwas.imputed_v3.both_sexes.tsv.bgz X1438_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X1468_3.gwas.imputed_v3.both_sexes.tsv.bgz X1468_5.gwas.imputed_v3.both_sexes.tsv.bgz X1498.gwas.imputed_v3.both_sexes.tsv.bgz X1508_3.gwas.imputed_v3.both_sexes.tsv.bgz X1518.gwas.imputed_v3.both_sexes.tsv.bgz X1538_1.gwas.imputed_v3.both_sexes.tsv.bgz X1538_2.gwas.imputed_v3.both_sexes.tsv.bgz X2000.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1065.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1074.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1075.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1094.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1111.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1138.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1220.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1226.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1265.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1286.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1309.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1387.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1465.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1473.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1474.gwas.imputed_v3.both_sexes.tsv.bgz X20023_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X20107_1.gwas.imputed_v3.both_sexes.tsv.bgz X20118_11.gwas.imputed_v3.both_sexes.tsv.bgz X20160.gwas.imputed_v3.both_sexes.tsv.bgz X2020.gwas.imputed_v3.both_sexes.tsv.bgz X20489.gwas.imputed_v3.both_sexes.tsv.bgz X20517.gwas.imputed_v3.both_sexes.tsv.bgz X20544_15.gwas.imputed_v3.both_sexes.tsv.bgz X2188.gwas.imputed_v3.both_sexes.tsv.bgz X2395_1.gwas.imputed_v3.both_sexes.tsv.bgz X2395_2.gwas.imputed_v3.both_sexes.tsv.bgz X2644.gwas.imputed_v3.both_sexes.tsv.bgz X2664_5.gwas.imputed_v3.both_sexes.tsv.bgz X2714.gwas.imputed_v3.both_sexes.tsv.bgz X30030_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30070_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30090_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30100_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30150.gwas.imputed_v3.both_sexes.tsv.bgz X30180_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30190_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30220_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30260_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30280_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30520_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3143_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3148_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3581_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3761_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X4080_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X4105_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X41215_0.gwas.imputed_v3.both_sexes.tsv.bgz X4124_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X46_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X4803_0.gwas.imputed_v3.both_sexes.tsv.bgz X4803_11.gwas.imputed_v3.both_sexes.tsv.bgz X5104_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5108_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5116_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5119_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5133_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5134_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5201_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5254_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5262_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5265_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5983_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5984_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5993.gwas.imputed_v3.both_sexes.tsv.bgz X6138_6.gwas.imputed_v3.both_sexes.tsv.bgz X6141_1.gwas.imputed_v3.both_sexes.tsv.bgz X6145_1.gwas.imputed_v3.both_sexes.tsv.bgz X6149_3.gwas.imputed_v3.both_sexes.tsv.bgz X6155_7.gwas.imputed_v3.both_sexes.tsv.bgz X6160_5.gwas.imputed_v3.both_sexes.tsv.bgz X6164_4.gwas.imputed_v3.both_sexes.tsv.bgz X6177_1.gwas.imputed_v3.both_sexes.tsv.bgz X6177_100.gwas.imputed_v3.both_sexes.tsv.bgz X6177_2.gwas.imputed_v3.both_sexes.tsv.bgz X93_irnt.gwas.imputed_v3.both_sexes.tsv.bgz C3_BREAST_3.gwas.imputed_v3.both_sexes.tsv.bgz C3_MALE_GENITAL.gwas.imputed_v3.both_sexes.tsv.bgz C44.gwas.imputed_v3.both_sexes.tsv.bgz C50.gwas.imputed_v3.both_sexes.tsv.bgz CARDIAC_ARRHYTM.gwas.imputed_v3.both_sexes.tsv.bgz COX_ARTHROSIS.gwas.imputed_v3.both_sexes.tsv.bgz G6_NERPLEX.gwas.imputed_v3.both_sexes.tsv.bgz H7_LENS.gwas.imputed_v3.both_sexes.tsv.bgz I84.gwas.imputed_v3.both_sexes.tsv.bgz I9_IHD.gwas.imputed_v3.both_sexes.tsv.bgz K11_GALLBILPANC.gwas.imputed_v3.both_sexes.tsv.bgz K40.gwas.imputed_v3.both_sexes.tsv.bgz M13_HALLUXVALGUS.gwas.imputed_v3.both_sexes.tsv.bgz XIX_INJURY_POISON.gwas.imputed_v3.both_sexes.tsv.bgz
ENSG00000177409 -0.0889369 1.83615 0.475568 2.19244 -1.0573 -0.810564 0.703602 0.507908 NA 0.975813 0.668476 -0.934449 -1.07896 1.50801 -1.05146 -1.07109 -0.409457 0.758803 0.0394614 0.321363 -1.27208 -0.621741 0.491745 0.456813 1.09984 0.884577 -1.09267 -0.0913989 0.155052 -1.29162 -1.10041 1.80755 -0.588852 0.474316 -0.139211 -0.0735441 -1.84865 -2.136 -0.344591 0.0105073 1.39447 -0.353065 NA -0.68095 -0.399675 NA NA 0.479573 -0.0679898 1.3694 -1.89615 0.0888114 0.447699 1.34783 0.302412 -0.12887 0.216977 NA -2.84007 NA -3.74584 2.47537 0.695157 -2.19544 0.405511 1.61936 -0.172908 1.04412 -0.727956 1.16949 -0.0551921 1.72536 0.592005 -0.199448 NA -1.69954 -2.12004 NA NA NA -0.973619 -0.190636 -0.457087 -0.356288 1.92668 0.829617 0.924032 NA -0.439719 1.04946 0.35171 0.36424 -0.20125 -0.387554 0.489545 -0.898642 -0.754582 0.110299 -0.79388 NA NA 0.175741 -1.35565 -0.0518283 0.328547 0.617813 NA -1.25294 -0.432465
ENSG00000177426 -0.149681 0.448999 0.936409 0.839535 -0.759531 -2.07244 0.189608 -0.343762 NA -0.5436 0.258891 2.54472 -0.885111 0.227749 -1.37285 -0.860186 1.30312 0.270765 -0.0286531 -0.130886 0.279142 -0.603149 1.59682 -1.24775 1.6596 -0.511155 -0.659634 0.0561611 0.532957 -0.245974 -0.839305 0.361892 -0.846065 0.72536 -1.57554 -1.97694 -1.86678 0.548812 -1.40067 0.0238387 -1.18474 -1.62083 -2.65733 -0.919551 -1.27629 0.807012 1.06732 0.0243142 1.17415 -0.15492 -0.580236 -0.601208 NA NA -0.737466 7.27798 0.298197 2.65709 0.760433 NA 0.749671 NA -0.748114 -2.04527 -0.439119 -1.25877 0.413111 -2.075 1.01043 -1.62961 0.824035 1.1108 0.304379 -0.711917 -1.52435 -1.38233 -1.54214 0.703081 -0.731976 -2.31025 -0.842585 1.12219 3.16795 2.67416 -1.2251 -0.748976 NA 0.548576 -0.053513 -1.46347 -1.14983 1.57585 -1.68514 1.90292 -0.0421793 0.210445 0.154912 -0.661078 0.329584 -1.41427 -0.881048 1.92097 -1.85376 1.41759 0.986038 -0.104212 0.132917 -1.08705 -0.83314
ENSG00000177465 -2.75589 0.439836 0.514194 -0.732966 0.72889 -0.386308 -0.954663 3.47042 -0.24927 -0.580399 -1.54579 -0.401621 -0.292531 -0.235298 0.953975 -1.49525 1.07851 0.14715 0.110344 1.5011 -0.672187 -0.149704 -0.323082 0.354099 0.553705 0.950417 0.709625 -1.42443 -2.21812 0.289241 -1.01986 -0.842013 1.11141 -0.360085 -0.762286 -1.25083 -1.59503 -1.87695 -1.48601 0.394266 0.869244 1.04522 1.12347 2.37613 -2.04166 -0.326482 1.26692 -1.31361 -1.99421 5.18825 2.53745 1.6938 -0.940945 -1.69336 1.41115 -0.163954 0.872692 1.11832 0.450314 NA NA 0.628656 -1.34767 -1.03156 2.37423 0.0437133 -0.194609 0.00568791 0.102798 -0.768504 -0.56026 -1.16578 -0.397771 0.976234 1.01064 1.41379 1.26792 0.0149569 0.703631 0.441414 1.61871 1.68736 0.523567 NA -1.65638 2.12784 -0.841693 1.19041 -3.1301 -0.147458 -2.63376 -1.20337 0.558936 -0.678556 2.03391 -0.110615 1.95095 NA NA -0.519664 0.60139 2.548 -0.496169 -0.953669 -0.0267144 -0.528994 -0.835389 -0.466918 -1.18722
ENSG00000177508 0.165525 -0.432824 1.85791 0.552766 -1.70308 -0.0584085 0.127609 2.48487 NA -0.806094 1.01641 -0.115873 1.47145 -0.348435 -1.65443 -0.963229 0.0204031 1.04376 0.155352 0.968357 1.53798 -0.366938 -1.47846 0.0209315 0.454563 -0.596286 -0.389627 -0.0723357 1.63796 -2.32547 -0.371212 -1.32806 0.559519 1.27269 1.20979 -1.61288 0.349757 -0.0235529 -0.861505 NA -0.69758 -0.813325 -0.187656 0.825957 -1.57868 1.8725 -0.994363 -0.297834 -0.755527 -0.0169912 0.0103084 1.50304 0.652931 -0.812058 1.24397 1.37373 2.47021 -1.35831 0.108772 NA -2.0281 NA 1.53206 0.804146 1.61964 2.73216 0.987467 3.06176 1.68895 0.334896 0.398215 1.69953 -2.92956 0.0440853 NA 1.06263 1.44217 NA 0.20053 0.130283 -0.147684 -0.21688 -0.711647 NA 1.02838 0.483995 0.11495 -0.680403 0.107949 0.995625 2.58896 -0.159171 -0.613279 0.828855 0.370038 0.153372 -1.47455 -0.770578 -0.0726445 2.01094 -0.653133 0.332376 0.177068 -0.473042 NA -1.54585 -0.261435 -0.729721 1.08481
ENSG00000177556 -0.853023 0.484641 -1.80418 0.513055 -0.685546 0.278209 -1.32185 -0.544018 NA 0.148156 -0.245036 -0.341141 -0.491364 1.60379 -0.399785 -0.319976 -0.675351 0.585354 0.391951 -0.692294 0.209618 0.960988 -0.0836047 0.313742 1.2667 0.457484 0.439554 2.22142 0.643581 0.414153 1.28059 1.64122 1.12989 0.792355 1.4659 -3.01827 -0.69935 NA -1.09953 0.742249 1.39277 1.87808 0.12016 0.972276 0.144555 -0.653814 0.737921 3.13689 -0.57625 -2.56804 4.96224 2.17339 -2.03148 2.24672 -2.85105 NA -0.561211 NA 1.59878 -0.812204 -2.31148 NA -0.224893 -1.62232 0.0134695 -0.984309 -0.108887 -0.658654 -2.81765 -0.092603 -0.432536 -1.44691 -0.255537 -1.84185 -1.54664 1.74466 1.29539 -0.365645 0.895657 1.60134 0.894665 -0.783565 0.925908 0.618551 -0.788225 -0.501088 -0.00463749 1.89728 1.61386 0.549196 -0.267751 0.0680503 -0.789122 0.299114 1.30773 -1.0446 0.0936963 NA -1.17321 1.14645 0.173933 0.285979 0.556914 1.15039 1.32697 -2.2904 0.200928 1.23498 1.8594
ENSG00000177565 1.53162 0.730211 0.73956 -1.09979 -1.23064 NA 1.01322 2.06665 NA -1.06183 0.395651 -0.536559 0.932015 -0.527756 0.295358 0.754507 -1.37518 -1.23563 -1.06357 2.66004 -3.29682 1.89233 -0.133514 -0.382356 1.52373 -0.235389 0.380352 0.0419407 -0.650781 2.17798 1.68409 1.44982 0.0199058 0.560077 0.559985 -2.13079 1.01589 -0.13146 -2.1107 0.46643 0.878982 0.933821 1.11123 -0.308012 2.18388 -1.05239 -0.831577 -0.495585 -1.80244 -1.3758 NA -4.7155 -1.79411 -2.18558 13.7911 5.44296 NA -0.609139 -0.901969 0.408433 1.24416 1.56511 -1.89614 1.61201 0.0972093 0.625839 -0.567033 0.727968 -1.01864 0.03136 0.0626374 0.517948 -0.401734 -0.509268 -0.835749 -0.165208 0.607671 0.0191375 -0.949138 -0.546345 1.86146 -0.990375 0.219411 0.980237 1.60175 2.72347 0.434601 -1.89172 -0.482782 NA -0.0905926 0.142385 0.411475 -0.942113 NA 1.05977 NA -0.582612 0.728065 0.544423 NA 0.825293 3.04978 0.499671 1.48268 -0.496214 -1.46545 -0.815277 0.932069
ENSG00000177570 -1.24252 0.534121 0.860774 -2.11599 -0.316179 1.68639 0.216731 2.10673 0.124068 -2.60905 1.1398 0.689533 -0.152324 0.913685 -0.939147 0.445015 0.319952 0.0918222 0.0116946 -0.35463 1.21372 -0.990727 -2.42923 -0.621341 -0.0947628 -0.108168 0.490172 2.89756 0.707431 -0.0696446 -1.14411 -0.373422 1.24693 -0.489753 -1.12992 2.35723 0.2284 0.6866 1.11116 1.9613 -1.10226 0.0249032 1.06581 -0.397614 0.328142 -3.11575 0.871262 -0.866184 -1.11398 0.934893 0.230514 NA 0.601769 4.40898 -7.54264 0.614545 -0.171213 1.0661 -0.836765 NA -3.91191 0.912818 0.562771 3.26386 -0.628503 1.0891 -0.0823461 1.05849 -0.308807 -0.582836 2.42924 -0.534963 -1.09912 1.40592 -0.768952 -1.29785 -1.19209 -0.929805 -0.0731882 NA 0.748095 0.665063 -0.994318 -0.147012 -0.770304 0.337072 -2.11668 -0.649794 -0.822606 -0.220207 -1.10539 -0.702039 -0.543758 1.37969 NA 0.302756 0.277409 -3.53125 -0.0669443 1.61953 -1.97948 -0.687875 NA 0.759097 -1.02994 -0.15219 0.990766 0.238696 -1.30296
ENSG00000177575 -0.927038 -1.53339 -1.48548 0.45448 1.90544 NA 0.361145 0.601955 NA 0.431325 -0.281707 2.5884 -0.0425615 0.500133 -0.16292 -1.92438 -0.570374 0.780611 1.95098 0.189841 -0.0429266 -0.275138 -1.32103 0.645836 -2.77785 -0.622116 -0.761777 -0.122213 -0.14301 -0.587723 0.133764 -3.34777 -1.27138 0.850628 -1.27387 -0.339598 0.761857 0.0118632 1.74952 -1.25801 -0.841864 0.11255 -1.18016 0.386599 -0.165359 NA 0.666263 1.53534 0.28114 -0.0449387 -1.4787 NA 1.95004 0.764142 NA -7.55 2.98286 -4.09797 -0.423525 -0.0822908 1.55058 -2.58678 0.964184 1.7334 1.53139 -1.46276 -0.140429 -1.59005 -0.0907808 0.904387 -1.43111 -0.693296 0.442803 -0.217098 -1.05231 1.44061 1.02055 -0.135851 NA NA 2.19735 1.07461 1.42159 1.02632 0.759713 NA 0.867177 0.97772 -1.4031 -1.05855 -0.90072 0.106655 -1.08934 NA 1.2615 2.00458 0.29351 -1.17801 1.2087 1.11609 NA 0.346699 3.64432 -0.248599 -1.34009 0.71484 -0.857908 -0.255143 0.125522
ENSG00000177576 -1.34663 -0.887468 -0.606518 -0.97007 1.17906 1.58144 -0.991244 -1.4538 NA 0.0975595 0.949605 0.354753 0.0347791 0.730617 -0.269385 -0.405726 -0.0672241 -0.975085 -0.535794 -0.00240323 -1.09699 -1.46294 -1.95466 -0.518668 -0.616564 1.05488 -1.13422 0.387167 -0.812299 0.297518 1.33871 2.41455 0.620549 -3.66004 0.756836 -0.151171 0.0359571 -0.594171 -0.44227 0.75446 1.00592 0.90915 -0.6631 -0.814465 -0.0266799 -0.28099 -1.03456 0.981961 -0.231192 1.25119 -0.219986 1.68663 -0.544716 NA -0.600798 0.0204994 NA -0.0545875 0.0624053 -1.11805 -2.98042 -0.254486 -0.567624 0.0314428 1.11309 0.7672 -0.252122 0.904897 -3.58874 -0.499235 0.118811 0.33466 -0.139078 -1.1517 -1.90307 0.904709 0.353137 NA NA 0.863016 -0.560005 -1.51478 -0.694462 NA NA 0.0737912 -0.375088 1.18333 NA -0.935677 -0.577718 -2.56087 1.25598 -0.592362 -1.64061 -0.696539 NA NA -0.0269911 0.00667793 -0.647186 -0.42446 1.7283 -0.778483 -1.79833 1.36739 -0.0501912 -0.430558 -1.40803
ENSG00000177600 0.717012 0.728303 0.470779 0.181903 -0.662161 0.136995 -1.19572 0.928764 NA 1.06725 2.17055 1.82965 -1.26182 0.142802 -0.971663 0.02717 -2.90696 0.295795 -1.05256 -0.243456 0.582084 0.995363 -0.0538797 0.109336 -0.162665 1.20234 0.23046 0.509774 1.72853 -1.67747 1.08443 -0.663025 -2.49688 0.784869 -0.0306708 -1.19673 -0.157813 1.89078 0.681398 -2.05878 -0.681218 0.969554 0.692816 -0.785003 -1.61754 1.87057 0.810024 -2.73461 0.113206 -0.250211 1.76063 -0.296119 0.483674 1.38388 0.691685 1.53591 NA 3.19347 0.647194 NA -1.50192 -2.05838 0.652988 3.8199 -1.59283 0.494276 -0.0680006 1.12083 2.90401 0.585489 0.335167 0.434624 -0.599134 0.628143 0.263825 0.541373 -0.651357 -1.40425 NA 0.802334 5.20325 0.26919 1.59836 1.89223 0.27642 0.325332 -1.56008 -0.728565 1.12841 0.327672 1.44538 1.46433 -0.420408 NA -2.67018 -1.91336 NA 0.331944 -1.63721 -0.53126 -0.855742 -0.36039 -0.0876059 1.27832 -1.12786 0.0654589 0.0931899 -1.08416 -1.17672
ENSG00000177613 0.395847 0.967838 0.272442 0.698903 1.23731 0.516543 1.39287 0.132054 NA 0.460079 -1.37092 -0.311837 -0.764552 -0.687165 1.02087 -1.04831 -0.118562 -0.102632 -0.309581 1.76522 0.223063 -0.719071 -0.313419 1.35668 -0.421451 -1.24024 -0.548728 -0.39953 -0.677164 0.563693 -0.0482372 0.781986 -1.33085 0.763285 -1.09088 0.0964945 1.44001 0.510911 -2.39577 -1.12582 -2.25146 -0.364195 0.153058 -1.56198 -0.269654 1.96584 -3.04284 -2.19385 0.977495 2.28469 2.94069 1.52065 -2.06123 1.0002 -1.18585 NA NA NA 2.41203 -1.33016 0.127755 -1.20852 0.639446 -0.467317 -0.457768 -0.00520087 -0.89619 -0.914011 -2.79628 NA 1.36211 -0.0671973 -0.976752 -0.828579 0.236499 -0.513861 NA 1.13072 -0.570581 0.499743 -0.747184 -1.44929 -0.376701 -0.286797 0.428225 -1.04489 1.12301 -2.13619 0.52371 1.66318 1.28848 -0.0558176 -1.74837 1.9385 -0.374643 -0.921693 0.266938 -1.51565 0.851359 -0.233485 -0.707389 NA 0.0494749 -1.14981 -0.0448701 NA -0.159084 -0.0765908 -1.44745
ENSG00000177614 -0.00679128 -0.256417 -0.290415 1.49476 -0.553697 -0.0389455 0.360023 -0.137913 -0.131583 2.06837 1.02252 -0.104943 -2.15424 1.14417 -0.680562 2.14057 -1.53889 -0.733528 1.72549 2.33273 0.930669 1.26095 -0.625287 -0.432264 -0.433104 -1.24394 0.416945 -0.504465 -1.15716 0.851791 1.46418 0.0357086 0.267429 0.117793 -1.02339 -0.530334 1.08855 1.96994 0.78897 NA 0.6947 -0.547805 -0.0573893 -0.614152 0.0269179 -0.287037 -2.70804 -0.0688099 -0.408525 NA -0.321363 -1.02131 0.835563 3.2199 0.10653 6.15855 1.46964 0.203097 -0.5684 -0.161486 -0.898968 0.45596 0.434716 NA -0.702623 -0.50532 -0.378188 0.0142617 -0.469113 -1.01026 0.463833 0.592843 0.213541 0.191188 -1.32102 0.41636 0.353162 NA -0.205793 NA -2.46896 1.33097 0.567475 1.08529 0.553337 -1.72608 -0.617118 0.343651 -0.265015 1.22035 -0.630485 -0.612553 0.598009 -0.0671214 1.87664 0.681962 -0.99431 0.220973 0.339501 -0.808735 NA -1.47653 -1.42515 0.419227 -2.26531 -1.72714 -0.411865 -0.123424 -1.44732
ENSG00000177646 0.327929 -2.39892 1.45371 1.65197 -0.963658 0.14133 2.87619 1.05528 NA 1.57331 -0.860818 -0.0818276 -0.309989 -0.460152 0.388939 1.91148 0.724142 -0.71745 -0.162314 -0.539059 -1.7326 -0.0816874 0.9196 -0.484256 -1.92398 2.02762 -0.853666 0.205512 0.286155 -0.725656 -0.171902 -1.0904 -0.937412 -0.624183 -0.453292 -0.70886 -0.775868 -1.18445 -0.131563 -0.239421 -0.655248 0.675339 -0.828213 -1.38202 0.00668713 0.541456 NA 0.680328 0.449896 -0.888422 0.744769 -1.23381 1.21544 -6.67886 -2.55565 2.61782 -2.466 -0.282024 0.261367 1.63869 -1.16733 NA -2.67824 0.872405 -1.0855 -0.217036 0.433032 0.979427 0.0661292 0.708879 2.40256 1.21542 -1.34359 1.40535 0.971969 NA NA -1.11721 -0.402637 0.541484 0.876355 -2.01437 1.25441 1.51307 -0.402826 0.356394 -0.0949997 NA 2.2531 -0.262222 0.801682 -0.756123 1.44974 -1.12299 NA NA NA 0.574546 NA 0.678685 NA -0.208511 1.6413 -1.23703 0.303055 1.13074 -0.191074 -0.238263 -0.984953
ENSG00000177674 -0.22926 -0.888419 -0.209366 0.415183 -0.140729 0.232053 -0.832149 0.487118 1.05612 0.767156 -1.67739 -0.369978 -1.16766 0.320137 -0.98665 0.642204 -0.0611257 1.66876 0.31654 0.546357 0.132961 0.366451 0.944642 0.478822 1.0507 0.75321 1.74182 -1.03066 -0.905945 -1.71457 0.644856 -1.68659 0.472385 0.344981 1.193 1.60757 0.580944 0.431789 -1.1355 0.254507 0.70646 -1.1554 0.679963 0.934259 -0.20042 0.663946 0.172833 -1.20432 1.61145 -0.357965 -1.05807 -0.647612 1.27107 -0.927138 2.28833 -1.83809 4.33078 1.46046 -0.177717 -1.86554 -0.707011 -0.208841 1.3555 -0.340776 0.0111507 -0.535742 -0.0120784 0.165833 0.484191 -0.421126 -0.602781 -0.198929 1.5079 -0.0718929 0.0868529 0.259877 NA 0.334886 2.09581 1.61568 1.37279 1.031 -0.510644 -0.445182 0.335462 -0.370379 -0.421397 NA 1.02636 NA 0.880948 0.988274 -1.73221 1.51954 0.0602867 0.661291 -0.0337462 0.512945 NA -0.505817 NA -0.306879 -0.223385 -0.292215 0.586628 -0.288864 1.79538 1.24479 -1.0146
ENSG00000177697 -1.31178 -0.9174 -0.256672 0.920456 0.0765832 0.431872 1.48953 -1.05705 -1.03237 -2.18342 0.766271 -2.95051 0.591212 0.447073 0.283588 0.476363 2.41839 -0.635012 0.39834 -1.05192 1.21465 -0.927317 -0.698963 -0.0477371 -0.42006 -2.37901 -0.365225 -0.938097 0.518336 -1.74094 -1.86952 0.451612 1.47999 -1.28284 -1.63017 -0.020715 0.0305501 0.0314865 -2.45734 0.121948 -0.503854 0.523798 -0.771776 0.584304 1.7372 -2.37054 -1.13637 NA -2.06084 -1.94385 -0.478654 -0.142933 -10.9709 -1.17203 0.783877 NA NA -1.39268 0.653329 -1.45847 1.75184 0.877998 1.23887 -2.45252 3.50118 -0.465689 -0.765651 0.269411 -1.34589 -1.28497 0.166997 -2.02419 -0.259474 0.117105 -0.354661 NA 0.323286 0.966908 -1.70832 -2.56287 -2.81015 -0.214582 -1.61935 -0.87888 0.530863 -0.726568 -0.277472 -1.30281 0.207667 1.07478 0.110995 -1.19806 0.228198 1.40305 1.16768 0.0379034 -1.5943 1.93881 NA 0.12637 NA 0.642614 NA 0.966288 0.108225 NA 0.145756 -0.146785 0.431524
ENSG00000177700 1.02559 0.362385 1.19348 -0.125205 -0.394698 0.0212541 -2.86694 0.602231 NA 1.67332 0.131032 3.42871 -0.727836 0.442797 -0.439231 -1.11908 -0.984523 -0.477686 -0.383261 0.180318 -0.63825 -0.160789 0.143791 -1.49528 0.152811 1.89521 0.0429595 0.325914 0.151777 1.64745 1.70711 0.428988 0.220882 0.577654 0.7665 -0.732036 0.428331 -0.0196941 1.31395 -0.275326 1.63014 -0.245493 0.689079 0.425782 -2.14139 2.36799 1.56645 0.523412 1.54087 0.359262 1.08135 0.469938 8.06381 2.03918 0.0588736 -0.632518 -0.730833 NA 0.0305529 2.27417 -0.794847 -1.52926 0.170306 1.3125 -2.6856 -0.356614 0.975434 -1.18736 NA NA 0.476867 1.38457 -0.123927 -0.255869 0.0179133 -0.0961064 -0.343762 -1.31831 1.18674 1.7473 3.27407 0.34339 0.445101 NA 0.915928 0.148111 -0.400002 1.4699 0.0969539 0.6353 0.943385 0.688219 0.585103 -1.34875 -1.27753 NA 1.14992 -2.21611 NA NA NA -1.50083 1.04588 0.894674 -1.61644 -1.45818 0.602643 -0.00350579 -0.199956
ENSG00000177706 -0.613647 -1.39652 0.787481 0.0217008 -0.412942 0.814523 -0.289187 -0.921169 -0.341262 -0.410145 -1.25607 0.0317761 -0.633584 -0.575062 -0.439899 1.11661 0.223066 -0.711633 -0.254981 0.0334098 1.24253 -0.9673 0.97254 -0.388256 0.151413 0.105726 -0.150439 -0.447425 -1.64796 0.461798 -0.374848 -0.126737 -0.504098 0.0246117 -1.56077 -1.05795 0.286347 2.45642 2.10885 -1.31338 -1.95521 -1.40215 1.23775 0.562122 1.45791 -1.17416 0.420278 -0.481468 1.63678 0.859298 NA NA -0.620394 -2.05102 -2.42058 0.345854 0.585172 -0.191619 0.415784 0.247371 0.128028 0.20164 2.15779 -0.406391 0.553708 -0.620858 -1.94908 -0.68448 0.577968 NA 0.520239 -0.223378 5.85304e-05 -1.09923 0.649394 NA -0.67362 2.3372 1.13668 NA -0.0103627 -1.14763 0.550383 -0.355635 1.07992 -0.459785 -0.908926 -0.189357 -1.79714 -0.813953 0.199922 0.756897 -1.73492 2.4719 -0.304802 NA -0.338826 -0.546558 NA -0.253892 -1.70063 0.28063 -0.403975 -0.879197 0.216613 -2.55151 0.13577 0.0294824 -1.56872
